Date,Open,High,Low,Close,Volume,DailyReturn,MA7,MA30,Volatility30,NextClose,NextDirectionUp
2023-04-14,107.93,108.95,106.19,107.25,309503,-0.008963223064128667,108.20857142857142,105.36233333333332,0.014891794826688464,107.7,1
2023-04-17,108.31,108.85,107.31,107.7,686340,0.00419580419580412,108.44857142857143,105.55833333333334,0.013587500109645762,107.91,1
2023-04-18,108.07,108.42,107.64,107.91,715888,0.001949860724233865,108.5,105.73466666666667,0.013541851935641648,105.36,0
2023-04-19,105.28,105.67,104.14,105.36,209474,-0.02363080344731716,107.91428571428571,105.88166666666667,0.013940542455415024,104.05,0
2023-04-20,105.01,105.19,103.38,104.05,356469,-0.012433561123766146,107.0542857142857,106.00166666666665,0.014125983301854193,105.02,1
2023-04-21,104.74,105.44,104.35,105.02,387300,0.009322441134070214,106.50142857142858,106.07433333333333,0.013566380227060273,102.71,0
2023-04-24,102.46,103.59,102.41,102.71,328472,-0.0219958103218435,105.71428571428571,106.035,0.014060360440890068,101.8,0
2023-04-25,101.45,102.3,101.09,101.8,664667,-0.008859896796806543,104.9357142857143,105.92166666666667,0.013927150070405424,101.34,0
2023-04-26,101.43,101.51,101.3,101.34,530662,-0.004518664047151177,104.02714285714285,105.834,0.013798251560907344,99.88,0
2023-04-27,100.05,100.97,99.74,99.88,454401,-0.014406946911387442,102.88,105.7,0.014021231895241628,99.95,1
2023-04-28,100.36,100.81,99.58,99.95,276505,0.0007008410092110839,102.10714285714286,105.58833333333334,0.013998515857059843,96.76,0
2023-05-01,96.68,96.83,96.61,96.76,199882,-0.031915957978989495,101.0657142857143,105.398,0.01505153169679949,98.7,1
2023-05-02,98.02,98.77,97.62,98.7,308865,0.020049607275733683,100.16285714285713,105.24700000000001,0.015488641252788676,101.79,1
2023-05-03,101.92,102.35,101.58,101.79,321155,0.03130699088145894,100.03142857142858,105.287,0.01590071035032231,98.98,0
2023-05-04,99.36,99.49,98.62,98.98,312283,-0.027605855192062156,99.62857142857142,105.146,0.0159475113743293,100.37,1
2023-05-05,100.38,100.75,99.67,100.37,194589,0.014043241058799838,99.49000000000001,105.03999999999999,0.016172780976026334,98.73,0
2023-05-08,98.68,99.12,97.65,98.73,244188,-0.01633954368835311,99.3257142857143,104.77133333333333,0.015211837157344105,99.5,1
2023-05-09,99.73,100.44,99.36,99.5,374044,0.007799047908437107,99.26142857142858,104.55633333333334,0.015289969671287625,102.87,1
2023-05-10,103.46,103.78,102.77,102.87,503071,0.03386934673366837,100.13428571428572,104.38499999999999,0.01618742674207514,100.14,0
2023-05-11,100.12,100.96,98.98,100.14,359444,-0.02653834937299504,100.34,104.08466666666666,0.01664526959253239,101.04,1
2023-05-12,100.47,101.47,98.63,101.04,403017,0.008987417615338611,100.23285714285714,103.81133333333334,0.016771681693578254,103.1,1
2023-05-15,102.87,103.36,102.69,103.1,428593,0.020387965162311783,100.82142857142857,103.63333333333334,0.017250954878787042,101.16,0
2023-05-16,101.09,102.11,100.69,101.16,429312,-0.018816682832201725,100.9342857142857,103.41466666666666,0.0175163473699397,99.72,0
2023-05-17,99.0,100.42,98.54,99.72,702680,-0.014234875444839812,101.07571428571428,103.20133333333335,0.017500987667801206,99.59,0
2023-05-18,99.9,100.38,99.58,99.59,323202,-0.0013036502206177358,101.08857142857143,102.98700000000001,0.017500413585467858,101.34,1
2023-05-19,101.03,101.63,101.02,101.34,477040,0.017572045386083035,100.87,102.78,0.017610747504472255,103.14,1
2023-05-22,103.35,103.38,102.92,103.14,263673,0.01776198934280626,101.29857142857144,102.56933333333333,0.01761085520421025,104.22,1
2023-05-23,104.3,105.04,104.16,104.22,696275,0.010471204188481575,101.75285714285714,102.37433333333334,0.017704322901601014,103.36,0
2023-05-24,103.24,103.98,102.67,103.36,585196,-0.00825177509115338,101.78999999999999,102.19,0.017666489943021443,104.12,1
2023-05-25,104.8,104.96,103.8,104.12,647646,0.007352941176470562,102.21285714285715,102.05333333333334,0.01771808124656914,104.38,1
2023-05-26,104.15,105.44,103.67,104.38,460251,0.002497118709181567,102.87857142857142,101.95766666666667,0.01766694847507769,100.94,0
2023-05-29,100.67,101.25,100.51,100.94,420339,-0.03295650507760106,103.07142857142857,101.73233333333333,0.01858632223784331,100.51,0
2023-05-30,100.63,101.61,100.22,100.51,268099,-0.0042599564097483,102.95285714285714,101.48566666666667,0.01857549314155236,102.61,1
2023-05-31,102.96,103.27,102.6,102.61,498063,0.020893443438463777,102.87714285714286,101.39399999999999,0.018582721421873213,103.16,1
2023-06-01,103.16,103.77,102.94,103.16,748519,0.00536010135464382,102.72571428571429,101.36433333333335,0.01847944257868548,101.81,0
2023-06-02,101.41,102.27,100.82,101.81,150292,-0.013086467623109721,102.50428571428573,101.25733333333334,0.018537373409536366,98.09,0
2023-06-05,98.36,99.05,97.6,98.09,871708,-0.03653865042726645,101.64285714285714,101.10333333333334,0.01928404342462971,101.77,1
2023-06-06,102.02,102.02,101.26,101.77,320697,0.03751656641859502,101.27000000000001,101.10233333333333,0.020483065584396005,98.31,0
2023-06-07,99.13,100.43,98.1,98.31,531520,-0.03399823130588575,100.89428571428572,101.00133333333333,0.02140335731037869,99.48,1
2023-06-08,99.39,100.0,98.46,99.48,321329,0.011901129081477002,100.74714285714286,100.98800000000001,0.021365095318070192,101.2,1
2023-06-09,101.28,101.52,101.04,101.2,415843,0.017289907519099312,100.54571428571428,101.02966666666666,0.021594959179956255,101.51,1
2023-06-12,101.28,101.93,101.05,101.51,606777,0.0030632411067192944,100.31000000000002,101.18800000000002,0.020702399374144455,98.91,0
2023-06-13,98.32,99.63,97.94,98.91,410979,-0.025613240074869537,99.89571428571428,101.195,0.020991469561959263,96.56,0
2023-06-14,96.59,96.8,95.62,96.56,892376,-0.023758972803558764,99.67714285714285,101.02066666666666,0.020588925434305773,97.12,1
2023-06-15,97.45,98.09,97.02,97.12,448558,0.0057995028997515075,99.01285714285714,100.95866666666666,0.020026880458907034,98.58,1
2023-06-16,98.18,99.3,98.12,98.58,568807,0.015032948929159629,99.05142857142857,100.89900000000002,0.020052356418234808,96.6,0
2023-06-19,96.34,97.07,96.03,96.6,347558,-0.020085209981740793,98.64,100.828,0.02016633290866356,96.09,0
2023-06-20,95.63,96.32,95.24,96.09,363376,-0.00527950310559,97.90999999999998,100.71433333333333,0.02012139303364622,96.95,1
2023-06-21,97.47,97.95,96.43,96.95,378383,0.008949942761993901,97.25857142857141,100.51700000000001,0.019123368240010145,95.98,0
2023-06-22,95.74,97.15,95.67,95.98,537481,-0.010005157297576006,96.84,100.37833333333333,0.01861728258145992,95.0,0
2023-06-23,95.22,95.6,94.76,95.0,845393,-0.010210460512606878,96.61714285714287,100.17699999999999,0.018583347319835762,95.1,1
2023-06-26,94.78,96.03,94.3,95.1,447860,0.001052631578947416,96.32857142857144,99.91033333333333,0.018113594541897912,95.45,1
2023-06-27,95.48,96.37,95.43,95.45,267886,0.003680336487907665,95.88142857142857,99.72,0.01788023910344062,98.48,1
2023-06-28,98.23,98.71,97.81,98.48,348199,0.031744368779465626,96.14999999999999,99.67866666666666,0.018726375692169443,98.13,0
2023-06-29,97.21,98.94,96.71,98.13,259117,-0.003554021121039863,96.44142857142857,99.63000000000001,0.01873525955725645,97.76,0
2023-06-30,97.79,98.47,97.55,97.76,534191,-0.0037705085091204182,96.55714285714285,99.51066666666667,0.018435163400082468,95.97,0
2023-07-03,96.18,96.33,95.45,95.97,446832,-0.018310147299509083,96.55571428571429,99.27166666666668,0.018343137391390218,96.05,1
2023-07-04,95.25,96.08,94.86,96.05,291001,0.0008335938314056879,96.7057142857143,98.99933333333334,0.01819672902391487,96.0,0
2023-07-05,95.94,96.18,95.76,96.0,384366,-0.0005205622071837723,96.8342857142857,98.754,0.018168020622878485,97.28,1
2023-07-06,97.12,97.46,96.41,97.28,637555,0.01333333333333342,97.0957142857143,98.526,0.018309837048537538,97.1,0
2023-07-07,96.68,98.2,96.42,97.1,529038,-0.0018503289473684736,96.89857142857143,98.28333333333333,0.0182893909710507,96.23,0
2023-07-10,96.13,96.73,95.85,96.23,353999,-0.008959835221421075,96.62714285714286,98.12633333333333,0.017403176124541557,96.96,1
2023-07-11,96.2,97.61,95.95,96.96,593211,0.0075859918944194416,96.51285714285714,98.008,0.01747135891215811,99.04,1
2023-07-12,99.14,99.7,98.54,99.04,515442,0.021452145214521545,96.95142857142856,97.889,0.017495836615924118,98.14,0
2023-07-13,98.61,98.68,98.1,98.14,357119,-0.00908723747980622,97.25,97.72166666666666,0.017512664335334008,98.68,1
2023-07-14,98.19,99.76,97.93,98.68,475405,0.005502343590788827,97.63285714285713,97.61733333333333,0.017417652857470618,100.99,1
2023-07-17,100.96,101.56,100.82,100.99,918407,0.023408998783948087,98.16285714285713,97.71399999999998,0.016607128346367468,101.07,1
2023-07-18,101.64,102.1,99.91,101.07,287924,0.000792157639370128,98.72999999999999,97.69066666666666,0.015117275481970832,103.45,1
2023-07-19,103.5,103.83,102.9,103.45,658383,0.023548036014643392,99.76142857142858,97.862,0.014299036180609124,102.39,0
2023-07-20,102.18,102.64,101.69,102.39,418906,-0.010246495891735208,100.53714285714285,97.959,0.014331174438533526,102.13,0
2023-07-21,101.76,102.78,101.16,102.13,566162,-0.0025393104795390364,100.97857142857143,97.99000000000001,0.014010533395829305,101.75,0
2023-07-24,101.82,101.87,101.43,101.75,517059,-0.0037207480661901604,101.49428571428572,97.998,0.014020803261481701,101.9,1
2023-07-25,101.84,102.03,101.05,101.9,493661,0.0014742014742015197,101.9542857142857,98.09766666666665,0.013147942995322234,103.73,1
2023-07-26,103.99,104.41,103.05,103.73,416483,0.017958783120706645,102.34571428571428,98.33666666666666,0.01262645061032816,102.9,0
2023-07-27,102.27,103.57,101.21,102.9,442956,-0.008001542466017475,102.60714285714286,98.52933333333334,0.012751640930824992,101.09,0
2023-07-28,101.53,102.39,100.51,101.09,576051,-0.017589893100097176,102.27,98.61300000000001,0.012991258594572444,103.4,1
2023-07-31,103.23,103.51,102.72,103.4,529126,0.02285092491838947,102.41428571428573,98.83966666666667,0.012962476056863662,104.95,1
2023-08-01,105.22,105.64,104.76,104.95,250333,0.014990328820116083,102.81714285714285,99.135,0.01307879444380133,101.66,0
2023-08-02,101.37,102.97,100.7,101.66,528572,-0.0313482610767033,102.80428571428571,99.29199999999999,0.014447274132965971,102.39,1
2023-08-03,101.86,103.01,101.27,102.39,737551,0.007180798740901162,102.87428571428573,99.50566666666667,0.014307884853091766,105.12,1
2023-08-04,104.88,105.64,104.59,105.12,627466,0.02666276003515966,103.07285714285715,99.843,0.014776155746788108,105.28,1
2023-08-07,104.88,106.3,103.18,105.28,480381,0.0015220700152207556,103.41285714285713,100.18233333333333,0.014773739311677615,104.37,0
2023-08-08,104.22,104.51,103.33,104.37,217173,-0.008643617021276584,103.88142857142859,100.47966666666667,0.014938989004937956,105.61,1
2023-08-09,105.89,106.7,105.16,105.61,557410,0.01188080866149277,104.19714285714285,100.71733333333333,0.014038223190360487,106.61,1
2023-08-10,107.07,107.37,106.35,106.61,573007,0.009468800303001679,104.4342857142857,101.0,0.014048216607805572,105.26,0
2023-08-11,105.35,105.45,104.58,105.26,783125,-0.012662977206641002,104.94857142857144,101.25,0.014284808373654425,104.23,0
2023-08-14,104.0,104.48,103.55,104.23,304891,-0.009785293558806751,105.21142857142857,101.52533333333334,0.013935743801066037,103.47,0
2023-08-15,103.28,103.92,102.91,103.47,403815,-0.00729156672742981,104.97571428571429,101.77266666666667,0.014054724504947852,102.41,0
2023-08-16,102.66,103.57,101.8,102.41,359742,-0.010244515318449832,104.5657142857143,101.98633333333332,0.014239579615340623,98.54,0
2023-08-17,98.99,99.69,98.38,98.54,398177,-0.037789278390782055,103.73285714285714,102.02833333333334,0.015837395109439257,95.45,0
2023-08-18,95.32,95.56,94.54,95.45,225585,-0.031357824233813725,102.28142857142858,101.97333333333334,0.016874005637583126,95.1,0
2023-08-21,95.05,95.17,94.5,95.1,367906,-0.0036668412781561965,100.63714285714286,101.93566666666668,0.016809322748646965,95.95,1
2023-08-22,95.66,96.26,94.86,95.95,373519,0.008937960042061155,99.30714285714285,101.902,0.016832869332316536,94.08,0
2023-08-23,94.16,94.79,93.43,94.08,381420,-0.019489317352787916,97.85714285714286,101.73666666666668,0.016674850392994548,94.95,1
2023-08-24,95.32,95.83,93.61,94.95,822556,0.009247448979591955,96.64,101.63033333333333,0.016725984801902138,94.94,0
2023-08-25,93.84,95.08,92.89,94.94,345263,-0.00010531858873097377,95.57285714285715,101.50566666666667,0.016682493804647747,94.26,0
2023-08-28,94.36,94.81,93.73,94.26,370760,-0.007162418369496493,94.96142857142857,101.28133333333334,0.016052278534610533,96.04,1
2023-08-29,95.83,96.96,95.49,96.04,683284,0.018883938043708914,95.04571428571428,101.11366666666667,0.016501006869255378,99.25,1
2023-08-30,98.33,99.42,97.73,99.25,353939,0.033423573511037086,95.63857142857144,100.97366666666667,0.017106720398033567,99.31,1
2023-08-31,99.43,99.81,98.51,99.31,704599,0.0006045340050377934,96.11857142857143,100.87100000000001,0.017024212185259305,99.94,1
2023-09-01,99.9,100.13,99.33,99.94,525335,0.006343772026986105,96.95571428571428,100.798,0.017071489889401683,99.66,0
2023-09-04,99.81,99.81,99.58,99.66,344762,-0.002801681008605228,97.62857142857142,100.72833333333332,0.017066485018101193,101.38,1
2023-09-05,100.82,101.63,100.2,101.38,334191,0.017258679510335106,98.54857142857142,100.71100000000001,0.017371636856714515,101.15,0
2023-09-06,102.01,102.06,101.0,101.15,464885,-0.0022686920497138052,99.53285714285714,100.625,0.01703895341983832,98.91,0
2023-09-07,98.96,99.8,98.29,98.91,407837,-0.0221453287197233,99.94285714285715,100.492,0.017438975482707543,96.29,0
2023-09-08,96.15,97.21,96.0,96.29,457155,-0.026488727125669742,99.52,100.33200000000001,0.017799850486636067,95.19,0
2023-09-11,95.77,95.91,95.16,95.19,351504,-0.011423823865406635,98.93142857142857,100.05833333333334,0.017277509377537817,93.18,0
2023-09-12,93.42,94.02,92.92,93.18,554146,-0.021115663410021912,97.96571428571428,99.666,0.017266833881172037,91.77,0
2023-09-13,92.07,93.25,91.66,91.77,338455,-0.015132002575660164,96.83857142857143,99.33633333333334,0.016616684107621283,90.79,0
2023-09-14,91.21,91.25,90.44,90.79,366190,-0.010678871090770259,95.3257142857143,98.94966666666666,0.016549070517649273,89.58,0
2023-09-15,88.84,89.98,88.83,89.58,409742,-0.013327458971252426,93.67285714285713,98.43166666666666,0.015587773726451242,90.11,1
2023-09-18,90.71,91.31,88.77,90.11,269020,0.0059164992185756216,92.41571428571429,97.926,0.015673535188362658,88.67,0
2023-09-19,88.55,89.31,88.42,88.67,388381,-0.015980468316502017,91.32714285714287,97.40266666666666,0.015788299734710243,86.85,0
2023-09-20,86.95,87.11,86.24,86.85,405511,-0.02052554415247554,90.13571428571427,96.77733333333335,0.015680623575640627,84.32,0
2023-09-21,84.63,85.01,84.06,84.32,249824,-0.02913068508923433,88.87,96.03433333333334,0.015917274220688817,86.13,1
2023-09-22,85.89,86.89,85.39,86.13,218197,0.021465844402277057,88.06428571428572,95.39666666666666,0.016745815054781604,85.76,0
2023-09-25,85.87,86.0,84.97,85.76,713379,-0.0042958318820386365,87.34571428571428,94.78099999999999,0.016738981423707132,86.16,1
2023-09-26,86.42,86.94,85.5,86.16,395442,0.004664179104477473,86.85714285714286,94.204,0.016857562066253683,86.69,1
2023-09-27,86.68,86.96,86.4,86.69,415459,0.006151346332404772,86.36857142857143,93.68,0.016978745875018558,84.48,0
2023-09-28,84.65,84.68,84.36,84.48,342693,-0.02549313646325979,85.77,93.21133333333334,0.01630493434800696,84.36,0
2023-09-29,83.82,84.46,83.72,84.36,813799,-0.0014204545454545858,85.41428571428573,92.84166666666667,0.015533350129599974,84.19,0
2023-10-02,83.79,84.31,83.48,84.19,404844,-0.002015173067804632,85.39571428571428,92.47800000000001,0.015537468170572362,82.08,0
2023-10-03,81.7,82.86,81.7,82.08,218350,-0.02506235894999409,84.81714285714285,92.01566666666668,0.015803723925165457,81.16,0
2023-10-04,81.28,81.76,80.45,81.16,531354,-0.011208576998050668,84.16,91.585,0.015614377179953896,81.81,1
2023-10-05,83.03,83.74,81.55,81.81,299820,0.008008871365204673,83.53857142857143,91.14699999999999,0.015577563837873343,82.97,1
2023-10-06,83.06,83.64,82.05,82.97,520364,0.01417919569734738,83.00714285714285,90.748,0.015941199048643693,86.95,1
2023-10-09,86.9,87.25,86.71,86.95,416789,0.047969145474267894,83.36,90.50433333333334,0.01856824884066138,90.09,1
2023-10-10,90.06,90.46,89.91,90.09,722461,0.03611270845313408,84.17857142857143,90.306,0.019496357665035508,89.99,0
2023-10-11,90.34,90.34,89.5,89.99,529222,-0.0011100011100012575,85.00714285714285,89.99733333333332,0.01831994167895685,90.14,1
2023-10-12,90.4,90.62,89.66,90.14,379016,0.0016668518724303194,86.15857142857142,89.69166666666666,0.018328370467407176,89.85,0
2023-10-13,89.44,90.16,88.89,89.85,768209,-0.0032172176614156944,87.39999999999999,89.35533333333333,0.018242085445778038,88.62,0
2023-10-16,88.98,89.03,88.34,88.62,1280197,-0.013689482470784498,88.37285714285714,88.98733333333332,0.018338203150843183,89.65,1
2023-10-17,89.64,90.89,89.32,89.65,357290,0.01162265854208977,89.32714285714285,88.59633333333333,0.018143449368542567,91.31,1
2023-10-18,91.61,91.87,90.44,91.31,674903,0.018516452872280986,89.95,88.26833333333335,0.01860027854686165,90.27,0
2023-10-19,89.55,90.36,89.46,90.27,510811,-0.011389771109407532,89.97571428571428,87.98033333333333,0.018324924107700074,89.03,0
2023-10-20,88.47,89.28,88.02,89.03,526234,-0.013736568073557054,89.83857142857143,87.73833333333333,0.017901436782303826,88.16,0
2023-10-23,88.37,88.74,87.71,88.16,271404,-0.009771986970684043,89.5557142857143,87.50399999999999,0.017875423797712967,84.68,0
2023-10-24,84.07,84.73,83.76,84.68,300972,-0.039473684210526216,88.81714285714285,87.22066666666666,0.018827077852182142,84.9,1
2023-10-25,85.04,85.56,84.88,84.9,770068,0.0025980160604628377,88.28571428571429,86.99166666666666,0.01871145369678658,87.66,1
2023-10-26,87.77,88.15,87.63,87.66,468756,0.03250883392226145,88.00142857142858,86.88733333333333,0.019690044898877466,87.66,0
2023-10-27,87.72,87.86,87.37,87.66,358515,0.0,87.48,86.82333333333334,0.019551768915661735,85.82,0
2023-10-30,85.94,86.42,84.86,85.82,896402,-0.02099018936801278,86.8442857142857,86.68033333333332,0.019860181023629093,85.83,1
2023-10-31,85.92,86.22,85.78,85.83,714687,0.00011652295502218024,86.38714285714286,86.58566666666665,0.01967018853930638,86.7,1
2023-11-01,86.85,86.86,86.04,86.7,590436,0.010136315973436005,86.17857142857143,86.58066666666667,0.01941006762254475,86.25,0
2023-11-02,86.11,86.59,85.81,86.25,301338,-0.005190311418685201,86.40285714285714,86.645,0.018642817481174863,84.82,0
2023-11-03,84.81,85.02,84.56,84.82,440654,-0.01657971014492765,86.39142857142858,86.60133333333334,0.01849051610248497,84.74,0
2023-11-06,85.74,85.92,84.63,84.74,789473,-0.0009431737797689355,85.9742857142857,86.56733333333334,0.018475949081061278,84.51,0
2023-11-07,84.89,85.66,84.17,84.51,199108,-0.0027141845645503038,85.52428571428571,86.51233333333334,0.01845758832813313,84.79,1
2023-11-08,84.99,85.61,84.43,84.79,237011,0.0033132173707253187,85.37714285714287,86.44900000000001,0.01842967629133382,86.02,1
2023-11-09,86.16,86.9,85.66,86.02,323217,0.014506427644769282,85.40428571428572,86.50033333333334,0.018006855989328337,84.69,0
2023-11-10,84.44,84.83,84.33,84.69,649425,-0.0154615205766101,85.11714285714287,86.51133333333334,0.018246319141022416,84.28,0
2023-11-13,84.36,84.51,84.15,84.28,484815,-0.004841185500058964,84.83571428571429,86.51433333333333,0.018265915101426965,84.37,1
2023-11-14,84.29,84.84,83.96,84.37,533138,0.0010678690080683229,84.77142857142857,86.59066666666666,0.017631955714832455,85.15,1
2023-11-15,85.47,85.99,84.83,85.15,478441,0.009244992295839749,84.83000000000001,86.72366666666667,0.01753611144072736,85.09,0
2023-11-16,84.78,85.27,84.6,85.09,461525,-0.0007046388725778785,84.91285714285713,86.83300000000001,0.017500973475807428,86.33,1
2023-11-17,85.52,86.97,84.82,86.33,712728,0.014572805265013367,85.13285714285715,86.945,0.017510983835600406,86.59,1
2023-11-20,86.39,86.8,86.23,86.59,1836331,0.0030116992934090536,85.21428571428571,86.933,0.015160467493758807,84.1,0
2023-11-21,84.33,84.5,84.04,84.1,533485,-0.028756207414251223,85.13000000000001,86.73333333333333,0.014436950585996427,86.16,1
2023-11-22,87.0,88.11,85.88,86.16,743923,0.024494649227110532,85.39857142857143,86.60566666666666,0.01523762319728858,85.1,0
2023-11-23,85.45,86.13,85.06,85.1,373163,-0.012302692664809656,85.50285714285714,86.43766666666666,0.015355683664284945,86.65,1
2023-11-24,86.31,87.21,86.26,86.65,834700,0.01821386603995312,85.71714285714286,86.33099999999999,0.015780197767506082,88.74,1
2023-11-27,88.66,88.83,88.25,88.74,461119,0.02412002308136163,86.23857142857142,86.33500000000001,0.01624210341323981,87.45,0
2023-11-28,87.11,87.47,86.79,87.45,477026,-0.014536849222447468,86.39857142857143,86.26166666666667,0.016308283831799216,85.07,0
2023-11-29,85.01,85.85,84.59,85.07,370457,-0.027215551743853705,86.18142857142857,86.05366666666667,0.01658522456308704,84.54,0
2023-11-30,84.23,85.38,83.58,84.54,328772,-0.0062301633948511626,86.24428571428572,85.86266666666667,0.016513490084790753,83.64,0
2023-12-01,83.09,84.2,82.24,83.64,358424,-0.010645848119233525,85.88428571428572,85.68299999999999,0.016447585023627816,84.41,1
2023-12-04,84.56,84.96,84.34,84.41,302450,0.009206121472979278,85.78571428571429,85.55799999999999,0.01650117925900238,80.24,0
2023-12-05,80.31,80.8,79.87,80.24,266674,-0.049401729652884696,84.87,85.41000000000001,0.017369538529590944,80.7,1
